Текст фразы,Эмоция,Augmented
коллега сделать проект вовремя это приятно чувствовать счастливый,Радость,"[""I don't know what to do.""]"
позвонить старый друг обсудить старый время здорово снова пообщаться,Радость,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
получиться добиться успех задача мочь гордиться себя,Радость,"[""I don't know what to do.""]"
удивительно насколько всё продвинуться последний время действительно справляться,Радость,"[""I don't know what to do.""]"
казаться наслать способ улучшить результат это реально работать команда многое добиться,Радость,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
наконецтый удаться всё завершить отличный новость,Радость,['ENAKOONEOLOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOOL']
это действительно классно каждый день всё,Радость,"['Oh, okay, okay, okay, okay, okay, okay, okay.']"
наконецтый получить результат который стыдно молодец,Радость,['ENAKOONEULTOTOTHILATION']
радовать никто выбиться графика мочь сосредоточиться следующий этап,Радость,"[""It's okay.""]"
отлично понравиться спасибо организовать вечер,Радость,"[""I don't know what to do, but I don't know what to do.""]"
получить уведомление банк счёт пополниться неожиданный бонус мелочь приятно,Радость,['opopopopopopopopognigtback eneuoliguattbah intéoriguannonau übonióc änov']
наконецтый наслать идеальный место отпуск предвкушать быть гулять красивый улочка наслаждаться местный кухня,Радость,['ENAKOKOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTHLE']
встреча клиент сегодня получить масса положительный отзыв такой чувство наш работа приносить настоящий польза человек,Радость,"[""I don't know what to do with you, but I don't know what to do.""]"
сегодня тренировка получиться добиться новый результат это непросто гордиться себя чувствовать становиться сильный,Радость,"[""I don't know what to do.""]"
вчера удивительный день коллега работа организовать небольшой праздник знать столько человек ценить мой работа,Радость,"[""It's okay, it's okay.""]"
празднование день рождение пройти просто великолепно друг подготовить сюрприз ожидать столько внимание подарок,Радость,"[""I don't know what to do.""]"
сегодня получиться завершить рабочий задача вовремя удаться провести время семья продуктивный приятный день,Радость,"[""I don't know what to do with you, but I don't know what to do.""]"
