Текст фразы,Эмоция,Augmented
['снова уехать отпуск завидный время'],Зависть,['* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *']
['находить самый выгодный сделка просто везти'],Зависть,['ENAHOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTO']
['казаться шикарный отпуск работа забота'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['мочь поверить купить новый автомобиль просто невероятный'],Зависть,"[""I don't know what to do.""]"
['легко находить новый друг искать общий язык человек'],Зависть,['An accident.']
['знать секрет удача хотеть научиться этот'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['сколько граница завидный успеть увидеть'],Зависть,"[""I'll be right back.""]"
['прекрасно справляться весь казаться такой успех'],Зависть,"[""It's okay.""]"
['извинить выйти понимать ты непросто постараться расстраиваться образоваться главное сдаваться'],Сочувствие,"[""It's okay.""]"
['очень сочувствовать ты знать сложно потерять близкий человек особенно внезапно нужный помощь рядом'],Сочувствие,"[""I don't know what to do with you, but I don't know what to do.""]"
['слово очень сочувствовать ты это действительно ужасный ситуация надеяться смочь справиться это'],Сочувствие,"[""I don't know what to do with you, but I don't know what to do.""]"
['понимать насколько расстроить понимать ты очень трудно знать готовый поддержать'],Сочувствие,['Proponybruttg povernublicatta potonybrutgt tray opénénénguatg prénuta trans transenga trantono ynonattag outobottah opo do partubratg']
['очень переживать знать сложный положение верить справиться'],Сочувствие,"[""I don't know what to do.""]"
['это действительно очень грустно знать сильно любить собака очень сочувствовать твой утрата'],Сочувствие,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['понимать отчаяние это действительно сложный ситуация терять надежда всё наладиться'],Сочувствие,"[""I don't know what to do.""]"
['очень печально ты прийтись пройти это рада мочь положиться готовый помочь'],Сочувствие,"[""I don't know what to do, but I don't know what to do.""]"
['знать ты очень тяжело сдаваться очень сильный человек справиться весь'],Сочувствие,"[""I don't know what to do.""]"
['ты вместе преодолеть трудность готовый выслушать поддержать'],Сочувствие,"[""I don't know what to do.""]"
